x,density
1.4700000000000002,0.039490646208759965
1.4838538538538542,0.04190155204442856
1.497707707707708,0.044424744683150434
1.5115615615615619,0.04706303231739275
1.5254154154154156,0.04981911599865457
1.5392692692692695,0.05269557271400742
1.5531231231231233,0.05569483779301727
1.5669769769769772,0.0588191867094914
1.580830830830831,0.062070716353732326
1.594684684684685,0.06545132586247371
1.6085385385385387,0.06896269710509309
1.6223923923923926,0.07260627493600413
1.6362462462462464,0.07638324733415379
1.6501001001001003,0.0802945255610757
1.663953953953954,0.08434072447880385
1.677807807807808,0.08852214317805143
1.6916616616616618,0.09283874607503599
1.7055155155155157,0.0972901446422159
1.7193693693693695,0.10187557994370182
1.7332232232232234,0.10659390615005632
1.7470770770770772,0.11144357520950471
1.7609309309309311,0.11642262285312657
1.774784784784785,0.12152865611013267
1.7886386386386388,0.12675884250598982
1.8024924924924925,0.13210990111061938
1.8163463463463465,0.13757809559636647
1.8302002002002005,0.14315922945569026
1.8440540540540542,0.14884864351673394
1.8579079079079082,0.15464121588108962
1.871761761761762,0.16053136439222895
1.8856156156156159,0.16651305172541736
1.8994694694694696,0.1725797931705429
1.9133233233233236,0.17872466715837684
1.9271771771771773,0.1849403285585793
1.9410310310310313,0.1912190247543541
1.954884884884885,0.19755261447462538
1.968738738738739,0.2039325893396603
1.9825925925925927,0.21035009805122734
1.9964464464464466,0.2167959731331355
2.0103003003003006,0.22326076010351797
2.0241541541541546,0.22973474893585616
2.038008008008008,0.23620800764275546
2.051861861861862,0.24267041779441242
2.065715715715716,0.2491117117632147
2.0795695695695695,0.25552151146720675
2.0934234234234235,0.26188936836847726
2.1072772772772774,0.2682048044678358
2.1211311311311314,0.27445735402529337
2.1349849849849853,0.2806366057260105
2.148838838838839,0.28673224500480526
2.162692692692693,0.29273409623803276
2.176546546546547,0.29863216451044644
2.1904004004004003,0.3044166766662936
2.2042542542542543,0.310078121358207
2.218108108108108,0.31560728781474906
2.231961961961962,0.32099530305719043
2.245815815815816,0.3262336673086319
2.2596696696696696,0.33131428735329393
2.2735235235235236,0.3362295076208281
2.2873773773773776,0.34097213878964894
2.3012312312312315,0.34553548372395354
2.3150850850850855,0.3499133605816305
2.328938938938939,0.35410012295386784
2.342792792792793,0.35809067692209917
2.356646646646647,0.36188049494327573
2.3705005005005004,0.365465626500731
2.3843543543543544,0.3688427054839366
2.3982082082082083,0.37200895428696124
2.4120620620620623,0.3749621846412006
2.4259159159159163,0.3777007952237953
2.43976976976977,0.3802237661075833
2.4536236236236237,0.3825306501426789
2.4674774774774777,0.38462156138221176
2.481331331331331,0.3864971606863177
2.4951851851851856,0.3881586386585079
2.509039039039039,0.3896076960867579
2.522892892892893,0.3908465220783671
2.536746746746747,0.39187777009239555
2.5506006006006006,0.3927045320863791
2.5644544544544545,0.3933303110048284
2.5783083083083085,0.39375899184582486
2.592162162162162,0.39399481154881894
2.6060160160160164,0.3940423279511583
2.61986986986987,0.3939063880635864
2.633723723723724,0.39359209591511307
2.647577577577578,0.39310478021604184
2.6614314314314313,0.3924499620840919
2.6752852852852858,0.3916333230727988
2.6891391391391393,0.3906606737336395
2.7029929929929932,0.38953792293368045
2.716846846846847,0.38827104813918717
2.7307007007007007,0.38686606686249997
2.7445545545545547,0.3853290094549813
2.7584084084084086,0.3836658934125007
2.772262262262262,0.38188269934288366
2.7861161161161165,0.3799853487258557
2.79996996996997,0.3779796835768179
2.813823823823824,0.37587144810523465
2.827677677677678,0.3736662724376374
2.8415315315315315,0.37136965845376735
2.8553853853853854,0.3689869677628622
2.8692392392392394,0.36652341182543924
2.883093093093093,0.3639840442045818
2.8969469469469473,0.36137375490967066
